Report for Dataset: fmri-objectviewing
Generated on: 2025-02-06 01:39:54
Run number: 0
========================================================================================================================

RMSE: Root Mean Square Error - Measures the average magnitude of error.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |           RMSE            |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.6      |       0.8606721167        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.7      |       0.9063968061        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.05     |       1.4901663485        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.1      |       1.5037476618        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.2      |       1.5280263107        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.4      |       1.4681418718        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.6      |       1.3917848929        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.7      |       1.4319186438        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.05     |       1.0389734218        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.1      |       1.0395996912        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.2      |       1.0062387657        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.9883754344        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.9870976606        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.9842983743        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.05     |       0.8496331148        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.1      |       0.9091076796        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.2      |       0.9064148047        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.4      |       0.8808153314        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.6      |       0.8860357097        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.7      |       0.8970121281        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.05     |       0.8154352482        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.1      |       0.8612937117        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.8727683481        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.8584129734        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.8696535428        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.8900241191        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.05     |       0.9718807983        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.1      |       0.9795646399        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.2      |       0.9642086443        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.4      |       0.9033949452        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.6      |       0.9091800167        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.7      |       0.9320825692        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.05     |       1.0389734218        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.1      |       1.0395996912        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.2      |       1.0062387657        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.9883754344        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.9870976606        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.9842983743        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.05     |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.1      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.2      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.4      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.6      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.7      |      100.0000000000       |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.05     |       0.7368747240        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.1      |       0.7874161472        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.2      |       0.8042118229        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.4      |       0.8094710675        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.6      |       0.8561591931        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.7      |       0.8765547112        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.05     |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.1      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.2      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.4      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.6      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.7      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.05     |       1.4942347982        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.1      |       1.5234288340        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.2      |       1.3657201702        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.4      |       1.2964732469        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.6      |       1.2269451936        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.7      |       1.1971154244        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       1.0234062166        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       1.0329096753        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.9944490201        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.9647694097        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.9604192671        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.9671628792        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.05     |       0.9385359066        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.1      |       0.9624732648        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.2      |       0.9538006815        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.4      |       0.9241037093        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.6      |       0.9397303435        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.7      |       0.9531289915        |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.05     |       63.1445957886       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.1      |       59.5007895929       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.2      |       60.3666270380       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.4      |       61.1694485754       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.6      |       61.6197752119       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.7      |       61.1026695154       |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+

MAE: Mean Absolute Error - Measures the average absolute error.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |            MAE            |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.05     |       0.8058577685        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.1      |       0.8190561892        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.2      |       0.7979296743        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.4      |       0.7862876896        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.6      |       0.7834652941        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.7      |       0.7808445533        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.05     |       0.6183443658        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.1      |       0.6896218519        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.2      |       0.7009012197        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.4      |       0.6832281003        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.6      |       0.6860172221        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.7      |       0.7025017942        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.05     |       0.6555873876        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.1      |       0.6689945733        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.2      |       0.6935069188        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.4      |       0.7072376811        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.6      |       0.7768854417        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.7      |       0.8125772790        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.05     |       0.4548865753        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.1      |       0.5259878927        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.2      |       0.5758589581        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.4      |       0.5922773198        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.6      |       0.6509795391        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.7      |       0.6866004252        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.05     |       1.1160841328        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.1      |       1.1981176605        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.2      |       1.2170858987        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.4      |       1.1815163982        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.6      |       1.1125723986        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.7      |       1.1391980997        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.05     |       0.8058577685        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.1      |       0.8190561892        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.2      |       0.7979296743        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.7862876896        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.7834652941        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.7808445533        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.05     |       0.5809228915        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.1      |       0.6960524581        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.2      |       0.7005686966        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.4      |       0.6789837842        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.6      |       0.6846342329        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.7      |       0.6921632964        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.05     |       0.5801221555        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.1      |       0.6490502679        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.6647009544        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.6564034552        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.6667691225        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.6851247112        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.05     |       0.7261653127        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.1      |       0.7511068926        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.2      |       0.7498202535        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.4      |       0.6969542905        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.6      |       0.7094228358        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.7      |       0.7290813263        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.8058577685        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.8190561892        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.7979296743        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.7862876896        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.7834652941        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.7808445533        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.05     |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.1      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.2      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.4      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.6      |      100.0000000000       |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.7      |      100.0000000000       |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.05     |       0.5122581403        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.1      |       0.5914060478        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.2      |       0.6101230803        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.4      |       0.6200834824        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.6      |       0.6602802061        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.7      |       0.6789601375        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.05     |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.1      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.2      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.4      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.6      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.7      |      100.0000000000       |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.05     |       1.1727041417        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.1      |       1.1810668423        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.2      |       1.0743405909        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.4      |       1.0205156431        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.6      |       0.9582418163        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.7      |       0.9334711688        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       0.7600904908        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.7974455509        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.7891570422        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.7618480970        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.7586748723        |
| fmriobjectviewing |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.7625763477        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.05     |       0.6611036161        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.1      |       0.7381834985        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.2      |       0.7415466388        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.4      |       0.7217820529        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.6      |       0.7400003281        |
| fmriobjectviewing |      mcar       |      mpin       |    bayesian     |     0.7      |       0.7526543665        |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.05     |       51.2924453777       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.1      |       47.8801357392       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.2      |       48.5402663741       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.4      |       49.3038873869       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.6      |       49.6217765402       |
| fmriobjectviewing |      mcar       |     pristi      |    bayesian     |     0.7      |       49.2189227726       |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+

MI: Mutual Information - Indicates dependency between variables.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |            MI             |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.05     |       0.0000000000        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.1      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.2      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.4      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.6      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      mean       |    bayesian     |     0.7      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.05     |       0.4818950044        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.1      |       0.1729931518        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.2      |       0.1180732427        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.4      |       0.1010484649        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.6      |       0.0955145471        |
| fmriobjectviewing |      mcar       |      cdrec      |    bayesian     |     0.7      |       0.0772317887        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.05     |       0.5468713897        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.1      |       0.2158458111        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.2      |       0.1253969540        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.4      |       0.0908997147        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.6      |       0.0408845715        |
| fmriobjectviewing |      mcar       |      stmvl      |    bayesian     |     0.7      |       0.0304778092        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.05     |       0.7819596748        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.1      |       0.3958104451        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.2      |       0.2491926196        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.4      |       0.1938137482        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.6      |       0.1470346114        |
| fmriobjectviewing |      mcar       |       iim       |    bayesian     |     0.7      |       0.1105403136        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.05     |       0.4358391931        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.1      |       0.0919352524        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.2      |       0.0319888814        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.4      |       0.0080207014        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.6      |       0.0043066038        |
| fmriobjectviewing |      mcar       |      mrnn       |    bayesian     |     0.7      |       0.0021834737        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.05     |       0.0000000000        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.1      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.2      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.0000000000        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.05     |       0.5484373752        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.1      |       0.2012226172        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.2      |       0.1091390575        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.4      |       0.1123541466        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.6      |       0.1014608946        |
| fmriobjectviewing |      mcar       |     grouse      |    bayesian     |     0.7      |       0.0881362480        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.05     |       0.6265811735        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.1      |       0.1917803282        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.1392987465        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.1209973824        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.1154581372        |
| fmriobjectviewing |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.0882902575        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.05     |       0.4736432498        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.1      |       0.1691375578        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.2      |       0.0704749503        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.4      |       0.0964082407        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.6      |       0.0789066905        |
| fmriobjectviewing |      mcar       |      rosl       |    bayesian     |     0.7      |       0.0556268839        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.0000000000        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.0000000000        |
| fmriobjectviewing |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.0000000000        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.05     |       0.0000000000        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.1      |       0.0000000000        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.2      |       0.0000000000        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.4      |       0.0000000000        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.6      |       0.0000000000        |
| fmriobjectviewing |      mcar       |     spirit      |    bayesian     |     0.7      |       0.0000000000        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.05     |       0.7947520955        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.1      |       0.3173672380        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.2      |       0.2000004442        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.4      |       0.1734827256        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.6      |       0.1299700855        |
| fmriobjectviewing |      mcar       |       svt       |    bayesian     |     0.7      |       0.1058242871        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.05     |       0.0000000000        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.1      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.2      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.4      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.6      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      tkcm       |    bayesian     |     0.7      |       0.0000000000        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.05     |       0.5025709658        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.1      |       0.0872226340        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.2      |       0.0232459553        |
| fmriobjectviewing |      mcar       |      brits      |    bayesian     |     0.4      |       0.0060220186        |
