Report for Dataset: chlorine
Generated on: 2025-02-06 12:45:37
Run number: 0
========================================================================================================================

RMSE: Root Mean Square Error - Measures the average magnitude of error.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |           RMSE            |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.3463193042        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.3551537298        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.3705371350        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.4414278837        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.05     |       0.2246419477        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.1      |       0.6986797567        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.2      |       0.6589010415        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.4      |       0.6610513506        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.6      |       0.6416430744        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.7      |       0.6822854542        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.9256738243        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.8239629739        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.8317409761        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.8661785428        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.8906205974        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.8981377246        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.05     |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.1      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.2      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.4      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.6      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.7      |      100.0000000000       |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.05     |       0.0739678079        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.1      |       0.1349947531        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.2      |       0.1971253543        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.4      |       0.2510788498        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.6      |       0.2926948189        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.7      |       0.3543609325        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.05     |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.1      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.2      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.4      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.6      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.7      |      100.0000000000       |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.05     |       0.9631654901        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.1      |       0.5933072995        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.2      |       0.7396837754        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.4      |       0.9113505068        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.6      |       0.9609497962        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.7      |       0.9616327212        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       0.2200398508        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.3626614660        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.3851048701        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.4921668274        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.5415461512        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.5526238022        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.05     |       0.5442038055        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.1      |       0.6359743635        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.2      |       0.7194980008        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.4      |       0.7325811548        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.6      |       0.7749811128        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.7      |       0.7682264188        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.05     |       69.1563072473       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.1      |       64.4467279763       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.2      |       61.8158723082       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.4      |       60.8149078962       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.6      |       61.2376143198       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.7      |       61.2363246682       |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+

MAE: Mean Absolute Error - Measures the average absolute error.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |            MAE            |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.05     |       0.8788758766        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.1      |       0.7297827051        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.2      |       0.7138664942        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.4      |       0.7449379439        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.6      |       0.7677632103        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.7      |       0.7729961041        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.05     |       0.1219868763        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.1      |       0.1403947077        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.2      |       0.1607722091        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.4      |       0.2043636130        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.6      |       0.2249214020        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.7      |       0.3170492254        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.05     |       0.2799584185        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.1      |       0.2438457202        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.2      |       0.2842908022        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.4      |       0.2796831881        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.6      |       0.3723426658        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.7      |       0.6503653823        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.05     |       0.1428264478        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.1      |       0.2324907441        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.2      |       0.3053925830        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.4      |       0.3615774278        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.6      |       0.4832226435        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.7      |       0.5758148104        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.05     |       0.6455621638        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.1      |       1.2346966068        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.2      |       1.0716738701        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.4      |       1.1236192365        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.6      |       1.0684618790        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.7      |       1.0271311837        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.05     |       0.8788758766        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.1      |       0.7297827051        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.2      |       0.7138664942        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.7449379439        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.7677632103        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.7729961041        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.05     |       0.2092206526        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.1      |       0.3274746945        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.2      |       0.3885326391        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.4      |       0.3958747258        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.6      |       0.4190374260        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.7      |       0.4382211504        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.05     |       0.1973619404        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.1      |       0.2448163452        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.2369507836        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.2349089891        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.2569624257        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.3251927914        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.05     |       0.1664780911        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.1      |       0.4857766348        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.2      |       0.4768435437        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.4      |       0.4640693113        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.6      |       0.4703425302        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.7      |       0.5253653467        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.8788758766        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.7297827051        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.7138664942        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.7449379439        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.7677632103        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.7729961041        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.05     |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.1      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.2      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.4      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.6      |      100.0000000000       |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.7      |      100.0000000000       |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.05     |       0.0489631808        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.1      |       0.0857106206        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.2      |       0.1203132758        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.4      |       0.1529033284        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.6      |       0.1910782083        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.7      |       0.2390374977        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.05     |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.1      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.2      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.4      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.6      |      100.0000000000       |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.7      |      100.0000000000       |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.05     |       0.7209902363        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.1      |       0.4388506840        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.2      |       0.5643132952        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.4      |       0.6961978955        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.6      |       0.7581799257        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.7      |       0.7669738686        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       0.1801086050        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.2458889933        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.2662362409        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.3181456700        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.3712880166        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.3890475548        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.05     |       0.4344201249        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.1      |       0.5018599847        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.2      |       0.5689121172        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.4      |       0.5852232231        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.6      |       0.6111507020        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.7      |       0.6010772781        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.05     |       55.6154930248       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.1      |       50.3781964347       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.2      |       49.5397042393       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.4      |       48.9396959652       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.6      |       49.3133677536       |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.7      |       49.2417264397       |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+

MI: Mutual Information - Indicates dependency between variables.

+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|     Dataset     |    Algorithm    |    Optimizer    |     Pattern     |   X Value    |            MI             |
+-----------------+-----------------+-----------------+-----------------+--------------+---------------------------+
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.05     |       0.0000000000        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.1      |       0.0000000000        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.2      |       0.0000000000        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.4      |       0.0000000000        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.6      |       0.0000000000        |
|    chlorine     |      mcar       |      mean       |    bayesian     |     0.7      |       0.0000000000        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.05     |       1.1968770329        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.1      |       1.2538655295        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.2      |       1.1054082192        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.4      |       0.9082245529        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.6      |       0.7195604756        |
|    chlorine     |      mcar       |      cdrec      |    bayesian     |     0.7      |       0.3956812386        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.05     |       1.1355928061        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.1      |       1.0097074408        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.2      |       0.8677952308        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.4      |       0.7715674802        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.6      |       0.5354029121        |
|    chlorine     |      mcar       |      stmvl      |    bayesian     |     0.7      |       0.1356755372        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.05     |       1.1928423658        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.1      |       0.9827710399        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.2      |       0.7711365889        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.4      |       0.5419897048        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.6      |       0.3479408182        |
|    chlorine     |      mcar       |       iim       |    bayesian     |     0.7      |       0.1898323517        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.05     |       0.5693116570        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.1      |       0.4300572995        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.2      |       0.1742035233        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.4      |       0.1083790723        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.6      |       0.0759082608        |
|    chlorine     |      mcar       |      mrnn       |    bayesian     |     0.7      |       0.0771856399        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.05     |       0.0000000000        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.1      |       0.0000000000        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.2      |       0.0000000000        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.4      |       0.0000000000        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.6      |       0.0000000000        |
|    chlorine     |      mcar       |    iter_svd     |    bayesian     |     0.7      |       0.0000000000        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.05     |       1.2785221625        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.1      |       0.9050652266        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.2      |       0.5441145103        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.4      |       0.4809810603        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.6      |       0.4523150492        |
|    chlorine     |      mcar       |     grouse      |    bayesian     |     0.7      |       0.4027695341        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.05     |       1.1260016999        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.1      |       0.9959340596        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.2      |       0.9026037741        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.4      |       0.8626252271        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.6      |       0.8416650681        |
|    chlorine     |      mcar       |     dynammo     |    bayesian     |     0.7      |       0.6854482339        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.05     |       1.3779049469        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.1      |       0.6496797538        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.2      |       0.4382019968        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.4      |       0.3572725552        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.6      |       0.3388264333        |
|    chlorine     |      mcar       |      rosl       |    bayesian     |     0.7      |       0.2634236775        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.05     |       0.0000000000        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.1      |       0.0000000000        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.2      |       0.0000000000        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.4      |       0.0000000000        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.6      |       0.0000000000        |
|    chlorine     |      mcar       |    soft_imp     |    bayesian     |     0.7      |       0.0000000000        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.05     |       0.0000000000        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.1      |       0.0000000000        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.2      |       0.0000000000        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.4      |       0.0000000000        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.6      |       0.0000000000        |
|    chlorine     |      mcar       |     spirit      |    bayesian     |     0.7      |       0.0000000000        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.05     |       1.4066104350        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.1      |       1.4400443935        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.2      |       1.2953590560        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.4      |       1.1042703026        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.6      |       0.9862187852        |
|    chlorine     |      mcar       |       svt       |    bayesian     |     0.7      |       0.8362615568        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.05     |       0.0000000000        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.1      |       0.0000000000        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.2      |       0.0000000000        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.4      |       0.0000000000        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.6      |       0.0000000000        |
|    chlorine     |      mcar       |      tkcm       |    bayesian     |     0.7      |       0.0000000000        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.05     |       0.8305132468        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.1      |       0.6782446724        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.2      |       0.3778116612        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.4      |       0.1529121082        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.6      |       0.0561358849        |
|    chlorine     |      mcar       |      brits      |    bayesian     |     0.7      |       0.0465296883        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.05     |       1.2621038448        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.1      |       0.9788885978        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.2      |       0.7940163392        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.4      |       0.6195708548        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.6      |       0.5026009240        |
|    chlorine     |      mcar       |    deep_mvi     |    bayesian     |     0.7      |       0.4461118463        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.05     |       0.8014772364        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.1      |       0.4278520800        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.2      |       0.2577302887        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.4      |       0.1607730661        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.6      |       0.1612736622        |
|    chlorine     |      mcar       |      mpin       |    bayesian     |     0.7      |       0.1575057431        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.05     |       0.2305064577        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.1      |       0.1091723952        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.2      |       0.0221680510        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.4      |       0.0059513553        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.6      |       0.0026538676        |
|    chlorine     |      mcar       |     pristi      |    bayesian     |     0.7      |       0.0026428216        |
